"date","home.team","away.team","home.score","away.score"
2013-09-15,"Getafe","Osasuna",2,1
2013-09-15,"Granada","Espanol",0,1
2013-09-15,"Malaga","Vallecano",5,0
2013-09-16,"Ath Bilbao","Celta",3,2
2013-09-16,"Elche","Valladolid",0,0
2013-09-20,"Osasuna","Elche",2,1
2013-09-21,"Almeria","Levante",2,2
2013-09-21,"Sociedad","Malaga",0,0
2013-09-21,"Valladolid","Ath Madrid",0,2
2013-09-21,"Vallecano","Barcelona",0,4
2013-09-22,"Betis","Granada",0,0
2013-09-22,"Celta","Villarreal",0,0
2013-09-22,"Real Madrid","Getafe",4,1
2013-09-22,"Valencia","Sevilla",3,1
2013-09-23,"Espanol","Ath Bilbao",3,2
2013-09-24,"Ath Madrid","Osasuna",2,1
2013-09-24,"Barcelona","Sociedad",4,1
2013-09-24,"Levante","Valladolid",1,1
2013-09-24,"Malaga","Almeria",2,0
2013-09-25,"Elche","Real Madrid",1,2
2013-09-25,"Granada","Valencia",0,1
2013-09-25,"Sevilla","Vallecano",4,1
2013-09-26,"Ath Bilbao","Betis",2,1
2013-09-26,"Getafe","Celta",2,0
2013-09-26,"Villarreal","Espanol",2,1
2013-09-27,"Valladolid","Malaga",2,2
2013-09-28,"Almeria","Barcelona",0,2
2013-09-28,"Real Madrid","Ath Madrid",0,1
2013-09-28,"Sociedad","Sevilla",1,1
2013-09-28,"Valencia","Vallecano",1,0
2013-09-29,"Betis","Villarreal",1,0
2013-09-29,"Celta","Elche",0,1
2013-09-29,"Espanol","Getafe",0,2
2013-09-29,"Osasuna","Levante",0,1
2013-09-30,"Granada","Ath Bilbao",2,0
2013-10-04,"Malaga","Osasuna",0,1
2013-10-04,"Villarreal","Granada",3,0
2013-10-05,"Barcelona","Valladolid",4,1
2013-10-05,"Elche","Espanol",2,1
2013-10-05,"Levante","Real Madrid",2,3
2013-10-05,"Vallecano","Sociedad",1,0
2013-10-06,"Ath Bilbao","Valencia",1,1
2013-10-06,"Ath Madrid","Celta",2,1
2013-10-06,"Getafe","Betis",3,1
2013-10-06,"Sevilla","Almeria",2,1
2013-10-19,"Espanol","Ath Madrid",1,0
2013-10-19,"Osasuna","Barcelona",0,0
2013-10-19,"Real Madrid","Malaga",2,0
2013-10-19,"Valencia","Sociedad",1,2
2013-10-20,"Almeria","Vallecano",0,1
2013-10-20,"Betis","Elche",1,2
2013-10-20,"Granada","Getafe",0,2
2013-10-20,"Valladolid","Sevilla",2,2
2013-10-21,"Ath Bilbao","Villarreal",2,0
2013-10-21,"Celta","Levante",0,1
2013-10-25,"Vallecano","Valladolid",0,3
2013-10-26,"Barcelona","Real Madrid",2,1
2013-10-26,"Elche","Granada",0,1
2013-10-26,"Levante","Espanol",3,0
2013-10-26,"Malaga","Celta",0,5
2013-10-27,"Ath Madrid","Betis",5,0
2013-10-27,"Sevilla","Osasuna",2,1
2013-10-27,"Sociedad","Almeria",3,0
2013-10-27,"Villarreal","Valencia",4,1
2013-10-28,"Getafe","Ath Bilbao",0,1
2013-10-29,"Celta","Barcelona",0,3
2013-10-29,"Espanol","Malaga",0,0
2013-10-30,"Osasuna","Vallecano",3,1
2013-10-30,"Real Madrid","Sevilla",7,3
2013-10-30,"Valencia","Almeria",1,2
2013-10-30,"Valladolid","Sociedad",2,2
2013-10-31,"Ath Bilbao","Elche",2,2
2013-10-31,"Betis","Levante",0,0
2013-10-31,"Granada","Ath Madrid",1,2
2013-10-31,"Villarreal","Getafe",0,2
2013-11-01,"Barcelona","Espanol",1,0
2013-11-02,"Almeria","Valladolid",1,0
2013-11-02,"Sevilla","Celta",0,1
2013-11-02,"Sociedad","Osasuna",5,0
2013-11-02,"Vallecano","Real Madrid",2,3
2013-11-03,"Ath Madrid","Ath Bilbao",2,0
2013-11-03,"Getafe","Valencia",0,1
2013-11-03,"Levante","Granada",0,1
2013-11-03,"Malaga","Betis",3,2
2013-11-04,"Elche","Villarreal",0,1
2013-11-08,"Granada","Malaga",3,1
2013-11-08,"Osasuna","Almeria",0,1
2013-11-09,"Ath Bilbao","Levante",2,1
2013-11-09,"Celta","Vallecano",0,2
2013-11-09,"Getafe","Elche",1,1
2013-11-09,"Real Madrid","Sociedad",5,1
2013-11-10,"Betis","Barcelona",1,4
2013-11-10,"Espanol","Sevilla",1,3
2013-11-10,"Valencia","Valladolid",2,2
2013-11-10,"Villarreal","Ath Madrid",1,1
2013-11-22,"Valladolid","Osasuna",0,1
2013-11-23,"Almeria","Real Madrid",0,5
2013-11-23,"Ath Madrid","Getafe",7,0
2013-11-23,"Barcelona","Granada",4,0
2013-11-23,"Sociedad","Celta",4,3
2013-11-24,"Elche","Valencia",2,1
2013-11-24,"Levante","Villarreal",0,3
2013-11-24,"Sevilla","Betis",4,0
2013-11-24,"Vallecano","Espanol",1,4
2013-11-25,"Malaga","Ath Bilbao",1,2
2013-11-29,"Getafe","Levante",1,0
2013-11-29,"Villarreal","Malaga",1,1
2013-11-30,"Celta","Almeria",3,1
2013-11-30,"Elche","Ath Madrid",0,2
2013-11-30,"Espanol","Sociedad",1,2
2013-11-30,"Real Madrid","Valladolid",4,0
2013-12-01,"Ath Bilbao","Barcelona",1,0
2013-12-01,"Betis","Vallecano",2,2
2013-12-01,"Granada","Sevilla",1,2
2013-12-01,"Valencia","Osasuna",3,0
2013-12-13,"Levante","Elche",2,1
2013-12-14,"Barcelona","Villarreal",2,1
2013-12-14,"Malaga","Getafe",1,0
2013-12-14,"Osasuna","Real Madrid",2,2
2013-12-14,"Vallecano","Granada",0,2
2013-12-15,"Almeria","Espanol",0,0
2013-12-15,"Ath Madrid","Valencia",3,0
2013-12-15,"Sevilla","Ath Bilbao",1,1
2013-12-15,"Sociedad","Betis",5,1
2013-12-16,"Valladolid","Celta",3,0
2013-12-20,"Elche","Malaga",0,1
2013-12-21,"Ath Madrid","Levante",3,2
2013-12-21,"Betis","Almeria",0,1
2013-12-21,"Granada","Sociedad",1,3
2013-12-21,"Villarreal","Sevilla",1,2
2013-12-22,"Ath Bilbao","Vallecano",2,1
2013-12-22,"Celta","Osasuna",1,1
2013-12-22,"Espanol","Valladolid",4,2
2013-12-22,"Getafe","Barcelona",2,5
2013-12-22,"Valencia","Real Madrid",2,3
2014-01-04,"Almeria","Granada",3,0
2014-01-04,"Malaga","Ath Madrid",0,1
2014-01-04,"Valencia","Levante",2,0
2014-01-04,"Valladolid","Betis",0,0
2014-01-05,"Barcelona","Elche",4,0
2014-01-05,"Osasuna","Espanol",1,0
2014-01-05,"Sevilla","Getafe",3,0
2014-01-05,"Sociedad","Ath Bilbao",2,0
2014-01-06,"Real Madrid","Celta",3,0
2014-01-06,"Vallecano","Villarreal",2,5
2014-01-10,"Granada","Valladolid",4,0
2014-01-11,"Ath Bilbao","Almeria",6,1
2014-01-11,"Ath Madrid","Barcelona",0,0
2014-01-11,"Celta","Valencia",2,1
2014-01-11,"Elche","Sevilla",1,1
2014-01-12,"Betis","Osasuna",1,2
2014-01-12,"Espanol","Real Madrid",0,1
2014-01-12,"Getafe","Vallecano",0,1
2014-01-12,"Levante","Malaga",1,0
2014-01-13,"Villarreal","Sociedad",5,1
2014-01-17,"Malaga","Valencia",0,0
2014-01-18,"Betis","Real Madrid",0,5
2014-01-18,"Elche","Vallecano",2,0
2014-01-18,"Espanol","Celta",1,0
2014-01-18,"Granada","Osasuna",0,0
2014-01-19,"Ath Madrid","Sevilla",1,1
2014-01-19,"Getafe","Sociedad",2,2
2014-01-19,"Levante","Barcelona",1,1
2014-01-19,"Villarreal","Almeria",2,0
2014-01-20,"Ath Bilbao","Valladolid",4,2
2014-01-24,"Celta","Betis",4,2
2014-01-25,"Real Madrid","Granada",2,0
2014-01-25,"Sevilla","Levante",2,3
2014-01-25,"Valencia","Espanol",2,2
2014-01-25,"Valladolid","Villarreal",1,0
2014-01-26,"Almeria","Getafe",1,0
2014-01-26,"Barcelona","Malaga",3,0
2014-01-26,"Osasuna","Ath Bilbao",1,5
2014-01-26,"Vallecano","Ath Madrid",2,4
2014-01-27,"Sociedad","Elche",4,0
2014-01-31,"Granada","Celta",1,2
2014-02-01,"Barcelona","Valencia",2,3
2014-02-01,"Getafe","Valladolid",0,0
2014-02-01,"Levante","Vallecano",0,0
2014-02-01,"Malaga","Sevilla",3,2
2014-02-02,"Ath Bilbao","Real Madrid",1,1
2014-02-02,"Ath Madrid","Sociedad",4,0
2014-02-02,"Betis","Espanol",2,0
2014-02-02,"Elche","Almeria",1,0
2014-02-03,"Villarreal","Osasuna",3,1
2014-02-07,"Espanol","Granada",1,0
2014-02-08,"Almeria","Ath Madrid",2,0
2014-02-08,"Real Madrid","Villarreal",4,2
2014-02-08,"Valencia","Betis",5,0
2014-02-08,"Vallecano","Malaga",4,1
2014-02-09,"Osasuna","Getafe",2,0
2014-02-09,"Sevilla","Barcelona",1,4
2014-02-09,"Sociedad","Levante",0,0
2014-02-09,"Valladolid","Elche",2,2
2014-02-10,"Celta","Ath Bilbao",0,0
2014-02-14,"Elche","Osasuna",0,0
2014-02-15,"Ath Madrid","Valladolid",3,0
2014-02-15,"Barcelona","Vallecano",6,0
2014-02-15,"Levante","Almeria",1,0
2014-02-15,"Villarreal","Celta",0,2
2014-02-16,"Ath Bilbao","Espanol",1,2
2014-02-16,"Getafe","Real Madrid",0,3
2014-02-16,"Granada","Betis",1,0
2014-02-16,"Sevilla","Valencia",0,0
2014-02-17,"Malaga","Sociedad",0,1
2014-02-21,"Valladolid","Levante",1,1
2014-02-22,"Almeria","Malaga",0,0
2014-02-22,"Celta","Getafe",1,1
2014-02-22,"Real Madrid","Elche",3,0
2014-02-22,"Sociedad","Barcelona",3,1
2014-02-23,"Betis","Ath Bilbao",0,2
2014-02-23,"Osasuna","Ath Madrid",3,0
2014-02-23,"Valencia","Granada",2,1
2014-02-23,"Vallecano","Sevilla",0,1
2014-02-24,"Espanol","Villarreal",1,2
2014-02-28,"Ath Bilbao","Granada",4,0
2014-03-01,"Elche","Celta",1,0
2014-03-01,"Getafe","Espanol",0,0
2014-03-01,"Levante","Osasuna",2,0
2014-03-01,"Malaga","Valladolid",1,1
2014-03-02,"Ath Madrid","Real Madrid",2,2
2014-03-02,"Barcelona","Almeria",4,1
2014-03-02,"Sevilla","Sociedad",1,0
2014-03-02,"Vallecano","Valencia",1,0
2014-03-02,"Villarreal","Betis",1,1
2014-03-08,"Betis","Getafe",2,0
2014-03-08,"Celta","Ath Madrid",0,2
2014-03-08,"Granada","Villarreal",2,0
2014-03-08,"Valladolid","Barcelona",1,0
2014-03-09,"Almeria","Sevilla",1,3
2014-03-09,"Espanol","Elche",3,1
2014-03-09,"Real Madrid","Levante",3,0
2014-03-09,"Valencia","Ath Bilbao",1,1
2014-03-10,"Osasuna","Malaga",0,2
2014-03-10,"Sociedad","Vallecano",2,3
2014-03-14,"Getafe","Granada",3,3
2014-03-15,"Ath Madrid","Espanol",1,0
2014-03-15,"Levante","Celta",0,1
2014-03-15,"Malaga","Real Madrid",0,1
2014-03-15,"Vallecano","Almeria",3,1
2014-03-16,"Barcelona","Osasuna",7,0
2014-03-16,"Elche","Betis",0,0
2014-03-16,"Sevilla","Valladolid",4,1
2014-03-16,"Sociedad","Valencia",1,0
2014-03-17,"Villarreal","Ath Bilbao",1,1
2014-03-21,"Celta","Malaga",0,2
2014-03-22,"Ath Bilbao","Getafe",1,0
2014-03-22,"Espanol","Levante",0,0
2014-03-22,"Granada","Elche",1,0
2014-03-22,"Valladolid","Vallecano",1,1
2014-03-23,"Betis","Ath Madrid",0,2
2014-03-23,"Osasuna","Sevilla",1,2
2014-03-23,"Real Madrid","Barcelona",3,4
2014-03-23,"Valencia","Villarreal",2,1
2014-03-24,"Almeria","Sociedad",4,3
2014-03-25,"Elche","Ath Bilbao",0,0
2014-03-25,"Malaga","Espanol",1,2
2014-03-26,"Ath Madrid","Granada",1,0
2014-03-26,"Barcelona","Celta",3,0
2014-03-26,"Sevilla","Real Madrid",2,1
2014-03-26,"Vallecano","Osasuna",1,0
2014-03-27,"Almeria","Valencia",2,2
2014-03-27,"Getafe","Villarreal",0,1
2014-03-27,"Levante","Betis",1,3
2014-03-27,"Sociedad","Valladolid",1,0
2014-03-29,"Ath Bilbao","Ath Madrid",1,2
2014-03-29,"Celta","Sevilla",1,0
2014-03-29,"Espanol","Barcelona",0,1
2014-03-29,"Real Madrid","Vallecano",5,0
2014-03-30,"Osasuna","Sociedad",1,1
2014-03-30,"Valencia","Getafe",1,3
2014-03-30,"Valladolid","Almeria",1,0
2014-03-30,"Villarreal","Elche",1,1
2014-03-31,"Betis","Malaga",1,2
2014-03-31,"Granada","Levante",0,2
2014-04-04,"Almeria","Osasuna",1,2
2014-04-05,"Ath Madrid","Villarreal",1,0
2014-04-05,"Barcelona","Betis",3,1
2014-04-05,"Sociedad","Real Madrid",0,4
2014-04-05,"Vallecano","Celta",3,0
2014-04-06,"Elche","Getafe",1,0
2014-04-06,"Malaga","Granada",4,1
2014-04-06,"Sevilla","Espanol",4,1
2014-04-06,"Valladolid","Valencia",0,0
2014-04-07,"Levante","Ath Bilbao",1,2
2014-04-11,"Osasuna","Valladolid",0,0
2014-04-12,"Celta","Sociedad",2,2
2014-04-12,"Granada","Barcelona",1,0
2014-04-12,"Real Madrid","Almeria",4,0
2014-04-12,"Villarreal","Levante",1,0
2014-04-13,"Betis","Sevilla",0,2
2014-04-13,"Espanol","Vallecano",2,2
2014-04-13,"Getafe","Ath Madrid",0,2
2014-04-13,"Valencia","Elche",2,1
2014-04-14,"Ath Bilbao","Malaga",3,0
2014-04-18,"Ath Madrid","Elche",2,0
2014-04-19,"Levante","Getafe",0,0
2014-04-19,"Osasuna","Valencia",1,1
2014-04-19,"Sociedad","Espanol",2,1
2014-04-20,"Almeria","Celta",2,4
2014-04-20,"Barcelona","Ath Bilbao",2,1
2014-04-20,"Sevilla","Granada",4,0
2014-04-20,"Vallecano","Betis",3,1
2014-04-21,"Malaga","Villarreal",2,0
2014-04-25,"Elche","Levante",1,1
2014-04-26,"Betis","Sociedad",0,1
2014-04-26,"Getafe","Malaga",1,0
2014-04-26,"Granada","Vallecano",0,3
2014-04-26,"Real Madrid","Osasuna",4,0
2014-04-27,"Ath Bilbao","Sevilla",3,1
2014-04-27,"Espanol","Almeria",1,2
2014-04-27,"Valencia","Ath Madrid",0,1
2014-04-27,"Villarreal","Barcelona",2,3
2014-04-28,"Celta","Valladolid",4,1
2014-05-02,"Vallecano","Ath Bilbao",0,3
2014-05-03,"Barcelona","Getafe",2,2
2014-05-03,"Malaga","Elche",0,1
2014-05-03,"Osasuna","Celta",0,2
2014-05-03,"Valladolid","Espanol",1,0
2014-05-04,"Almeria","Betis",3,2
2014-05-04,"Levante","Ath Madrid",2,0
2014-05-04,"Real Madrid","Valencia",2,2
2014-05-04,"Sevilla","Villarreal",0,0
2014-05-05,"Sociedad","Granada",1,1
2014-05-07,"Valladolid","Real Madrid",1,1
2014-05-10,"Levante","Valencia",2,0
2014-05-10,"Villarreal","Vallecano",4,0
2014-05-11,"Ath Bilbao","Sociedad",1,1
2014-05-11,"Ath Madrid","Malaga",1,1
2014-05-11,"Betis","Valladolid",4,3
2014-05-11,"Celta","Real Madrid",2,0
2014-05-11,"Elche","Barcelona",0,0
2014-05-11,"Espanol","Osasuna",1,1
2014-05-11,"Getafe","Sevilla",1,0
2014-05-11,"Granada","Almeria",0,2
2014-05-16,"Malaga","Levante",1,0
2014-05-17,"Barcelona","Ath Madrid",1,1
2014-05-17,"Real Madrid","Espanol",3,1
2014-05-17,"Valencia","Celta",2,1
2014-05-18,"Almeria","Ath Bilbao",0,0
2014-05-18,"Osasuna","Betis",2,1
2014-05-18,"Sevilla","Elche",3,1
2014-05-18,"Sociedad","Villarreal",1,2
2014-05-18,"Valladolid","Granada",0,1
2014-05-18,"Vallecano","Getafe",1,2
2014-08-23,"Almeria","Espanol",1,1
2014-08-23,"Granada","La Coruna",2,1
2014-08-23,"Malaga","Ath Bilbao",1,0
2014-08-23,"Sevilla","Valencia",1,1
2014-08-24,"Barcelona","Elche",3,0
2014-08-24,"Celta","Getafe",3,1
2014-08-24,"Eibar","Sociedad",1,0
2014-08-24,"Levante","Villarreal",0,2
2014-08-25,"Real Madrid","Cordoba",2,0
2014-08-25,"Vallecano","Ath Madrid",0,0
2014-08-29,"Getafe","Almeria",1,0
2014-08-29,"Valencia","Malaga",3,0
2014-08-30,"Ath Bilbao","Levante",3,0
2014-08-30,"Ath Madrid","Eibar",2,1
2014-08-30,"Cordoba","Celta",1,1
2014-08-30,"Espanol","Sevilla",1,2
2014-08-31,"Elche","Granada",1,1
2014-08-31,"La Coruna","Vallecano",2,2
2014-08-31,"Sociedad","Real Madrid",4,2
2014-08-31,"Villarreal","Barcelona",0,1
2014-09-12,"Almeria","Cordoba",1,1
2014-09-13,"Barcelona","Ath Bilbao",2,0
2014-09-13,"Celta","Sociedad",2,2
2014-09-13,"Malaga","Levante",0,0
2014-09-13,"Real Madrid","Ath Madrid",1,2
2014-09-14,"Granada","Villarreal",0,0
2014-09-14,"Sevilla","Getafe",2,0
2014-09-14,"Valencia","Espanol",3,1
2014-09-14,"Vallecano","Elche",2,3
2014-09-15,"Eibar","La Coruna",0,1
2014-09-19,"Elche","Eibar",0,2
2014-09-20,"Ath Bilbao","Granada",0,1
2014-09-20,"Ath Madrid","Celta",2,2
2014-09-20,"Espanol","Malaga",2,2
2014-09-20,"La Coruna","Real Madrid",2,8
2014-09-21,"Cordoba","Sevilla",1,3
2014-09-21,"Levante","Barcelona",0,5
2014-09-21,"Sociedad","Almeria",1,2
2014-09-21,"Villarreal","Vallecano",4,2
2014-09-22,"Getafe","Valencia",0,3
2014-09-23,"Celta","La Coruna",2,1
2014-09-23,"Real Madrid","Elche",5,1
2014-09-24,"Almeria","Ath Madrid",0,1
2014-09-24,"Eibar","Villarreal",1,1
2014-09-24,"Granada","Levante",0,1
2014-09-24,"Malaga","Barcelona",0,0
2014-09-24,"Sevilla","Sociedad",1,0
2014-09-24,"Vallecano","Ath Bilbao",2,1
2014-09-25,"Espanol","Getafe",2,0
2014-09-25,"Valencia","Cordoba",3,0
2014-09-26,"Elche","Celta",0,1
2014-09-27,"Ath Bilbao","Eibar",0,0
2014-09-27,"Ath Madrid","Sevilla",4,0
2014-09-27,"Barcelona","Granada",6,0
2014-09-27,"Levante","Vallecano",0,2
2014-09-27,"Villarreal","Real Madrid",0,2
2014-09-28,"Cordoba","Espanol",0,0
2014-09-28,"Getafe","Malaga",1,0
2014-09-28,"La Coruna","Almeria",0,1
2014-09-28,"Sociedad","Valencia",1,1
2014-10-03,"Getafe","Cordoba",1,1
2014-10-04,"Almeria","Elche",2,2
2014-10-04,"Eibar","Levante",3,3
2014-10-04,"Malaga","Granada",2,1
2014-10-04,"Valencia","Ath Madrid",3,1
2014-10-04,"Vallecano","Barcelona",0,2
2014-10-05,"Celta","Villarreal",1,3
2014-10-05,"Espanol","Sociedad",2,0
2014-10-05,"Real Madrid","Ath Bilbao",5,0
2014-10-05,"Sevilla","La Coruna",4,1
2014-10-17,"Granada","Vallecano",0,1
2014-10-18,"Ath Bilbao","Celta",1,1
2014-10-18,"Barcelona","Eibar",3,0
2014-10-18,"Cordoba","Malaga",1,2
2014-10-18,"Levante","Real Madrid",0,5
2014-10-19,"Ath Madrid","Espanol",2,0
2014-10-19,"Elche","Sevilla",0,2
2014-10-19,"La Coruna","Valencia",3,0
2014-10-19,"Villarreal","Almeria",2,0
2014-10-20,"Sociedad","Getafe",1,2
2014-10-24,"Celta","Levante",3,0
2014-10-25,"Almeria","Ath Bilbao",0,1
2014-10-25,"Cordoba","Sociedad",1,1
2014-10-25,"Eibar","Granada",1,1
2014-10-25,"Real Madrid","Barcelona",3,1
2014-10-25,"Valencia","Elche",3,1
2014-10-26,"Espanol","La Coruna",0,0
2014-10-26,"Getafe","Ath Madrid",0,1
2014-10-26,"Malaga","Vallecano",4,0
2014-10-26,"Sevilla","Villarreal",2,1
2014-10-31,"La Coruna","Getafe",1,2
2014-11-01,"Ath Madrid","Cordoba",4,2
2014-11-01,"Barcelona","Celta",0,1
2014-11-01,"Granada","Real Madrid",0,4
2014-11-01,"Sociedad","Malaga",0,1
2014-11-02,"Ath Bilbao","Sevilla",1,0
2014-11-02,"Elche","Espanol",2,1
2014-11-02,"Levante","Almeria",2,1
2014-11-02,"Villarreal","Valencia",1,3
2014-11-03,"Vallecano","Eibar",2,3
2014-11-07,"Cordoba","La Coruna",0,0
2014-11-08,"Almeria","Barcelona",1,2
2014-11-08,"Celta","Granada",0,0
2014-11-08,"Getafe","Elche",0,0
2014-11-08,"Malaga","Eibar",2,1
2014-11-08,"Real Madrid","Vallecano",5,1
2014-11-09,"Espanol","Villarreal",1,1
2014-11-09,"Sevilla","Levante",1,1
2014-11-09,"Sociedad","Ath Madrid",2,1
2014-11-09,"Valencia","Ath Bilbao",0,0
2014-11-21,"Ath Bilbao","Espanol",3,1
2014-11-22,"Ath Madrid","Malaga",3,1
2014-11-22,"Barcelona","Sevilla",5,1
2014-11-22,"Eibar","Real Madrid",0,4
2014-11-22,"La Coruna","Sociedad",0,0
2014-11-23,"Elche","Cordoba",2,2
2014-11-23,"Levante","Valencia",2,1
2014-11-23,"Vallecano","Celta",1,0
2014-11-23,"Villarreal","Getafe",2,1
2014-11-24,"Granada","Almeria",0,0
2014-11-28,"Sociedad","Elche",3,0
2014-11-29,"Celta","Eibar",0,1
2014-11-29,"Espanol","Levante",2,1
2014-11-29,"Getafe","Ath Bilbao",1,2
2014-11-29,"Malaga","Real Madrid",1,2
2014-11-30,"Ath Madrid","La Coruna",2,0
2014-11-30,"Cordoba","Villarreal",0,2
2014-11-30,"Sevilla","Granada",5,1
2014-11-30,"Valencia","Barcelona",0,1
2014-12-01,"Almeria","Vallecano",0,1
2014-12-06,"Ath Bilbao","Cordoba",0,1
2014-12-06,"Elche","Ath Madrid",0,2
2014-12-06,"La Coruna","Malaga",0,1
2014-12-06,"Real Madrid","Celta",3,0
2014-12-07,"Barcelona","Espanol",5,1
2014-12-07,"Granada","Valencia",1,1
2014-12-07,"Vallecano","Sevilla",0,1
2014-12-07,"Villarreal","Sociedad",4,0
2014-12-08,"Eibar","Almeria",5,2
2014-12-08,"Levante","Getafe",1,1
2014-12-12,"Almeria","Real Madrid",1,4
2014-12-13,"Cordoba","Levante",0,0
2014-12-13,"Getafe","Barcelona",0,0
2014-12-13,"Malaga","Celta",1,0
2014-12-13,"Valencia","Vallecano",3,0
2014-12-14,"Ath Madrid","Villarreal",0,1
2014-12-14,"Espanol","Granada",2,1
2014-12-14,"Sevilla","Eibar",0,0
2014-12-14,"Sociedad","Ath Bilbao",1,1
2014-12-15,"La Coruna","Elche",1,0
2014-12-19,"Celta","Almeria",0,1
2014-12-20,"Barcelona","Cordoba",5,0
2014-12-20,"Eibar","Valencia",0,1
2014-12-20,"Levante","Sociedad",1,1
2014-12-20,"Vallecano","Espanol",1,3
2014-12-21,"Ath Bilbao","Ath Madrid",1,4
2014-12-21,"Elche","Malaga",1,2
2014-12-21,"Granada","Getafe",1,1
2014-12-21,"Villarreal","La Coruna",3,0
2015-01-03,"Ath Madrid","Levante",3,1
2015-01-03,"Elche","Villarreal",2,2
2015-01-03,"La Coruna","Ath Bilbao",1,0
2015-01-03,"Malaga","Almeria",1,2
2015-01-03,"Sevilla","Celta",1,0
2015-01-04,"Espanol","Eibar",1,2
2015-01-04,"Getafe","Vallecano",1,2
2015-01-04,"Sociedad","Barcelona",1,0
2015-01-04,"Valencia","Real Madrid",2,1
2015-01-05,"Cordoba","Granada",2,0
2015-01-09,"Levante","La Coruna",0,0
2015-01-10,"Celta","Valencia",1,1
2015-01-10,"Eibar","Getafe",2,1
2015-01-10,"Malaga","Villarreal",1,1
2015-01-10,"Real Madrid","Espanol",3,0
2015-01-11,"Almeria","Sevilla",0,2
2015-01-11,"Ath Bilbao","Elche",1,2
2015-01-11,"Barcelona","Ath Madrid",3,1
2015-01-11,"Granada","Sociedad",1,1
2015-01-12,"Vallecano","Cordoba",0,1
2015-01-16,"Cordoba","Eibar",1,1
2015-01-17,"Espanol","Celta",1,0
2015-01-17,"Sociedad","Vallecano",0,1
2015-01-17,"Valencia","Almeria",3,2
2015-01-17,"Villarreal","Ath Bilbao",2,0
2015-01-18,"Ath Madrid","Granada",2,0
2015-01-18,"Elche","Levante",1,0
2015-01-18,"Getafe","Real Madrid",0,3
2015-01-18,"La Coruna","Barcelona",0,4
2015-01-18,"Sevilla","Malaga",2,0
2015-01-24,"Ath Madrid","Vallecano",3,1
2015-01-24,"Cordoba","Real Madrid",1,2
2015-01-24,"Elche","Barcelona",0,6
2015-01-24,"Sociedad","Eibar",1,0
2015-01-24,"Villarreal","Levante",1,0
2015-01-25,"Ath Bilbao","Malaga",1,1
2015-01-25,"Espanol","Almeria",3,0
2015-01-25,"La Coruna","Granada",2,2
2015-01-25,"Valencia","Sevilla",3,1
2015-01-26,"Getafe","Celta",2,1
2015-01-30,"Vallecano","La Coruna",1,2
2015-01-31,"Celta","Cordoba",1,0
2015-01-31,"Eibar","Ath Madrid",1,3
2015-01-31,"Granada","Elche",1,0
2015-01-31,"Real Madrid","Sociedad",4,1
2015-02-01,"Almeria","Getafe",1,0
2015-02-01,"Barcelona","Villarreal",3,2
2015-02-01,"Levante","Ath Bilbao",0,2
2015-02-01,"Sevilla","Espanol",3,2
2015-02-02,"Malaga","Valencia",1,0
2015-02-04,"Real Madrid","Sevilla",2,1
2015-02-06,"La Coruna","Eibar",2,0
2015-02-07,"Ath Madrid","Real Madrid",4,0
2015-02-07,"Levante","Malaga",4,1
2015-02-07,"Sociedad","Celta",1,1
2015-02-07,"Villarreal","Granada",2,0
2015-02-08,"Ath Bilbao","Barcelona",2,5
2015-02-08,"Cordoba","Almeria",1,2
2015-02-08,"Espanol","Valencia",1,2
2015-02-08,"Getafe","Sevilla",2,1
2015-02-09,"Elche","Vallecano",2,0
2015-02-13,"Almeria","Sociedad",2,2
2015-02-14,"Granada","Ath Bilbao",0,0
2015-02-14,"Malaga","Espanol",0,2
2015-02-14,"Real Madrid","La Coruna",2,0
2015-02-14,"Sevilla","Cordoba",3,0
2015-02-15,"Barcelona","Levante",5,0
2015-02-15,"Celta","Ath Madrid",2,0
2015-02-15,"Valencia","Getafe",1,0
2015-02-15,"Vallecano","Villarreal",2,0
2015-02-16,"Eibar","Elche",0,1
2015-02-20,"Getafe","Espanol",2,1
2015-02-21,"Ath Madrid","Almeria",3,0
2015-02-21,"Barcelona","Malaga",0,1
2015-02-21,"Cordoba","Valencia",1,2
2015-02-21,"La Coruna","Celta",0,2
2015-02-22,"Ath Bilbao","Vallecano",1,0
2015-02-22,"Elche","Real Madrid",0,2
2015-02-22,"Sociedad","Sevilla",4,3
2015-02-22,"Villarreal","Eibar",1,0
2015-02-23,"Levante","Granada",2,1
2015-02-27,"Espanol","Cordoba",1,0
2015-02-28,"Almeria","La Coruna",0,0
2015-02-28,"Granada","Barcelona",1,3
2015-02-28,"Malaga","Getafe",3,2
2015-02-28,"Vallecano","Levante",4,2
2015-03-01,"Eibar","Ath Bilbao",0,1
2015-03-01,"Real Madrid","Villarreal",1,1
2015-03-01,"Sevilla","Ath Madrid",0,0
2015-03-01,"Valencia","Sociedad",2,0
2015-03-02,"Celta","Elche",1,1
2015-03-06,"Levante","Eibar",2,1
2015-03-07,"Ath Bilbao","Real Madrid",1,0
2015-03-07,"Elche","Almeria",1,0
2015-03-07,"Granada","Malaga",1,0
2015-03-07,"La Coruna","Sevilla",3,4
2015-03-08,"Ath Madrid","Valencia",1,1
2015-03-08,"Barcelona","Vallecano",6,1
2015-03-08,"Sociedad","Espanol",1,0
2015-03-08,"Villarreal","Celta",4,1
