"date","home.team","away.team","home.score","away.score"
2020-12-07,"Barcelona","Mallorca",5,2
2020-12-08,"Eibar","Getafe",0,1
2020-12-08,"Betis","Ath Bilbao",3,2
2020-12-08,"Valladolid","Sociedad",0,0
2020-12-08,"Leganes","Celta",3,2
2020-12-08,"Osasuna","Sevilla",1,1
2020-12-13,"Alaves","Leganes",1,1
2020-12-14,"Granada","Levante",1,2
2020-12-14,"Sociedad","Barcelona",2,2
2020-12-14,"Ath Bilbao","Eibar",0,0
2020-12-14,"Ath Madrid","Osasuna",2,0
2020-12-15,"Getafe","Valladolid",2,0
2020-12-15,"Celta","Mallorca",2,2
2020-12-15,"Espanol","Betis",2,2
2020-12-15,"Sevilla","Villarreal",1,2
2020-12-15,"Valencia","Real Madrid",1,1
2020-12-18,"Barcelona","Real Madrid",0,0
2020-12-20,"Eibar","Granada",3,0
2020-12-21,"Mallorca","Sevilla",0,2
2020-12-21,"Barcelona","Alaves",4,1
2020-12-21,"Villarreal","Getafe",1,0
2020-12-21,"Valladolid","Valencia",1,1
2020-12-22,"Leganes","Espanol",2,0
2020-12-22,"Osasuna","Sociedad",3,4
2020-12-22,"Betis","Ath Madrid",1,2
2020-12-22,"Levante","Celta",3,1
2020-12-22,"Real Madrid","Ath Bilbao",0,0
2020-01-03,"Valladolid","Leganes",2,2
2020-01-03,"Sevilla","Ath Bilbao",1,1
2020-01-04,"Valencia","Eibar",1,0
2020-01-04,"Getafe","Real Madrid",0,3
2020-01-04,"Ath Madrid","Levante",2,1
2020-01-04,"Espanol","Barcelona",2,2
2020-01-05,"Granada","Mallorca",1,0
2020-01-05,"Sociedad","Villarreal",1,2
2020-01-05,"Alaves","Betis",1,1
2020-01-05,"Celta","Osasuna",1,1
2020-01-17,"Leganes","Getafe",0,3
2020-01-18,"Levante","Alaves",0,1
2020-01-18,"Real Madrid","Sevilla",2,1
2020-01-18,"Osasuna","Valladolid",0,0
2020-01-18,"Eibar","Ath Madrid",2,0
2020-01-19,"Mallorca","Valencia",4,1
2020-01-19,"Betis","Sociedad",3,0
2020-01-19,"Villarreal","Espanol",1,2
2020-01-19,"Ath Bilbao","Celta",1,1
2020-01-19,"Barcelona","Granada",1,0
2020-01-24,"Osasuna","Levante",2,0
2020-01-25,"Espanol","Ath Bilbao",1,1
2020-01-25,"Valencia","Barcelona",2,0
2020-01-25,"Alaves","Villarreal",1,2
2020-01-25,"Sevilla","Granada",2,0
2020-01-26,"Ath Madrid","Leganes",0,0
2020-01-26,"Celta","Eibar",0,0
2020-01-26,"Getafe","Betis",1,0
2020-01-26,"Sociedad","Mallorca",3,0
2020-01-26,"Valladolid","Real Madrid",0,1
2020-02-01,"Granada","Espanol",2,1
2020-02-01,"Real Madrid","Ath Madrid",1,0
2020-02-01,"Mallorca","Valladolid",0,1
2020-02-01,"Valencia","Celta",1,0
2020-02-02,"Leganes","Sociedad",2,1
2020-02-02,"Eibar","Betis",1,1
2020-02-02,"Ath Bilbao","Getafe",0,2
2020-02-02,"Sevilla","Alaves",1,1
2020-02-02,"Villarreal","Osasuna",3,1
2020-02-02,"Barcelona","Levante",2,1
2020-02-07,"Alaves","Eibar",2,1
2020-02-08,"Levante","Leganes",2,0
2020-02-08,"Getafe","Valencia",3,0
2020-02-08,"Valladolid","Villarreal",1,1
2020-02-08,"Ath Madrid","Granada",1,0
2020-02-09,"Espanol","Mallorca",1,0
2020-02-09,"Sociedad","Ath Bilbao",2,1
2020-02-09,"Osasuna","Real Madrid",1,4
2020-02-09,"Celta","Sevilla",2,1
2020-02-09,"Betis","Barcelona",2,3
2020-02-14,"Valencia","Ath Madrid",2,2
2020-02-15,"Mallorca","Alaves",1,0
2020-02-15,"Barcelona","Getafe",2,1
2020-02-15,"Villarreal","Levante",2,1
2020-02-15,"Granada","Valladolid",2,1
2020-02-16,"Sevilla","Espanol",2,2
2020-02-16,"Leganes","Betis",0,0
2020-02-16,"Ath Bilbao","Osasuna",0,1
2020-02-16,"Real Madrid","Celta",2,2
2020-02-21,"Betis","Mallorca",3,3
2020-02-22,"Celta","Leganes",1,0
2020-02-22,"Barcelona","Eibar",5,0
2020-02-22,"Sociedad","Valencia",3,0
2020-02-22,"Levante","Real Madrid",1,0
2020-02-23,"Osasuna","Granada",0,3
2020-02-23,"Alaves","Ath Bilbao",2,1
2020-02-23,"Valladolid","Espanol",2,1
2020-02-23,"Getafe","Sevilla",0,3
2020-02-23,"Ath Madrid","Villarreal",3,1
2020-02-28,"Sociedad","Valladolid",1,0
2020-02-29,"Eibar","Levante",3,0
2020-02-29,"Valencia","Betis",2,1
2020-02-29,"Leganes","Alaves",1,1
2020-02-29,"Granada","Celta",0,0
2020-03-01,"Sevilla","Osasuna",3,2
2020-03-01,"Ath Bilbao","Villarreal",1,0
2020-03-01,"Espanol","Ath Madrid",1,1
2020-03-01,"Mallorca","Getafe",0,1
2020-03-01,"Real Madrid","Barcelona",2,0
2020-03-06,"Alaves","Valencia",1,1
2020-03-07,"Eibar","Mallorca",1,2
2020-03-07,"Ath Madrid","Sevilla",2,2
2020-03-07,"Barcelona","Sociedad",1,0
2020-03-07,"Getafe","Celta",0,0
2020-03-08,"Osasuna","Espanol",1,0
2020-03-08,"Valladolid","Ath Bilbao",1,4
2020-03-08,"Levante","Granada",1,1
2020-03-08,"Villarreal","Leganes",1,2
2020-03-08,"Betis","Real Madrid",2,1
2020-03-10,"Eibar","Sociedad",1,2
2020-06-11,"Sevilla","Betis",2,0
2020-06-12,"Granada","Getafe",2,1
2020-06-12,"Valencia","Levante",1,1
2020-06-13,"Espanol","Alaves",2,0
2020-06-13,"Celta","Villarreal",0,1
2020-06-13,"Leganes","Valladolid",1,2
2020-06-13,"Mallorca","Barcelona",0,4
2020-06-14,"Ath Bilbao","Ath Madrid",1,1
2020-06-14,"Real Madrid","Eibar",3,1
2020-06-14,"Sociedad","Osasuna",1,1
2020-06-15,"Levante","Sevilla",1,1
2020-06-15,"Betis","Granada",2,2
2020-06-16,"Getafe","Espanol",0,0
2020-06-16,"Villarreal","Mallorca",1,0
2020-06-16,"Barcelona","Leganes",2,0
2020-06-17,"Eibar","Ath Bilbao",2,2
2020-06-17,"Valladolid","Celta",0,0
2020-06-17,"Osasuna","Ath Madrid",0,5
2020-06-18,"Alaves","Sociedad",2,0
2020-06-18,"Real Madrid","Valencia",3,0
2020-06-19,"Granada","Villarreal",0,1
2020-06-19,"Mallorca","Leganes",1,1
2020-06-19,"Sevilla","Barcelona",0,0
2020-06-20,"Espanol","Levante",1,3
2020-06-20,"Ath Bilbao","Betis",1,0
2020-06-20,"Getafe","Eibar",1,1
2020-06-20,"Ath Madrid","Valladolid",1,0
2020-06-21,"Celta","Alaves",6,0
2020-06-21,"Valencia","Osasuna",2,0
2020-06-21,"Sociedad","Real Madrid",1,2
2020-06-22,"Villarreal","Sevilla",2,2
2020-06-22,"Leganes","Granada",0,0
2020-06-23,"Levante","Ath Madrid",0,1
2020-06-23,"Valladolid","Getafe",1,1
2020-06-23,"Barcelona","Ath Bilbao",1,0
2020-06-24,"Alaves","Osasuna",0,1
2020-06-24,"Sociedad","Celta",0,1
2020-06-24,"Real Madrid","Mallorca",2,0
2020-06-25,"Eibar","Valencia",1,0
2020-06-25,"Betis","Espanol",1,0
2020-06-26,"Sevilla","Valladolid",1,1
2020-06-27,"Ath Bilbao","Mallorca",3,1
2020-06-27,"Celta","Barcelona",2,2
2020-06-27,"Osasuna","Leganes",2,1
2020-06-27,"Ath Madrid","Alaves",2,1
2020-06-28,"Levante","Betis",4,2
2020-06-28,"Villarreal","Valencia",2,0
2020-06-28,"Granada","Eibar",1,2
2020-06-28,"Espanol","Real Madrid",0,1
2020-06-29,"Getafe","Sociedad",2,1
2020-06-30,"Mallorca","Celta",5,1
2020-06-30,"Leganes","Sevilla",0,3
2020-06-30,"Barcelona","Ath Madrid",2,2
2020-07-01,"Alaves","Granada",0,2
2020-07-01,"Valencia","Ath Bilbao",0,2
2020-07-01,"Betis","Villarreal",0,2
2020-07-01,"Valladolid","Levante",0,0
2020-07-02,"Eibar","Osasuna",0,2
2020-07-02,"Sociedad","Espanol",2,1
2020-07-02,"Real Madrid","Getafe",1,0
2020-07-03,"Ath Madrid","Mallorca",3,0
2020-07-04,"Celta","Betis",1,1
2020-07-04,"Valladolid","Alaves",1,0
2020-07-04,"Granada","Valencia",2,2
2020-07-05,"Ath Bilbao","Real Madrid",0,1
2020-07-05,"Espanol","Leganes",0,1
2020-07-05,"Osasuna","Getafe",0,0
2020-07-05,"Villarreal","Barcelona",1,4
2020-07-06,"Levante","Sociedad",1,1
2020-07-06,"Sevilla","Eibar",1,0
2020-07-07,"Valencia","Valladolid",2,1
2020-07-07,"Celta","Ath Madrid",1,1
2020-07-08,"Betis","Osasuna",3,0
2020-07-08,"Getafe","Villarreal",1,3
2020-07-08,"Barcelona","Espanol",1,0
2020-07-09,"Eibar","Leganes",0,0
2020-07-09,"Mallorca","Levante",2,0
2020-07-09,"Ath Bilbao","Sevilla",1,2
2020-07-10,"Sociedad","Granada",2,3
2020-07-10,"Real Madrid","Alaves",2,0
2020-07-11,"Osasuna","Celta",2,1
2020-07-11,"Valladolid","Barcelona",0,1
2020-07-11,"Ath Madrid","Betis",1,0
2020-07-12,"Espanol","Eibar",0,2
2020-07-12,"Levante","Ath Bilbao",1,2
2020-07-12,"Leganes","Valencia",1,0
2020-07-12,"Sevilla","Mallorca",2,0
2020-07-13,"Alaves","Getafe",0,0
2020-07-13,"Villarreal","Sociedad",1,2
2020-07-13,"Granada","Real Madrid",1,2
2020-07-16,"Eibar","Valladolid",3,1
2020-07-16,"Ath Bilbao","Leganes",0,2
2020-07-16,"Barcelona","Osasuna",1,2
2020-07-16,"Betis","Alaves",1,2
2020-07-16,"Celta","Levante",2,3
2020-07-16,"Getafe","Ath Madrid",0,2
2020-07-16,"Mallorca","Granada",1,2
2020-07-16,"Real Madrid","Villarreal",2,1
2020-07-16,"Sociedad","Sevilla",0,0
2020-07-16,"Valencia","Espanol",1,0
2020-07-19,"Alaves","Barcelona",0,5
2020-07-19,"Valladolid","Betis",2,0
2020-07-19,"Villarreal","Eibar",4,0
2020-07-19,"Ath Madrid","Sociedad",1,1
2020-07-19,"Espanol","Celta",0,0
2020-07-19,"Granada","Ath Bilbao",4,0
2020-07-19,"Leganes","Real Madrid",2,2
2020-07-19,"Levante","Getafe",1,0
2020-07-19,"Osasuna","Mallorca",2,2
2020-07-19,"Sevilla","Valencia",1,0
